,koi_id,kic_id,kep_mag,Rstar,logrho,Teff,FeH,logg,limbdark_1,limbdark_2,npl,period,epoch,depth,duration,impact,ecc,omega,ror,dor,ttv_type
460,K02801,5905822,10.787,1.4481708654914491,-0.47967691164799703,5976.906967961791,-0.03358201748977391,4.158,0.648725773504921,-0.13945994079543383,1,6.99205021,142.37288545735476,3.3408400000000004e-05,0.20439738954068432,0.19966949117066796,0.018423269923987223,4.543029381012207,0.00578,10.947,gaussian
461,K02806,7047824,15.514,0.7229414697669261,0.2939945063606578,4690.798691701931,0.005906970069189752,4.585,0.7487352002183154,-0.08862691332843539,1,24.7543849,155.50669262051917,0.0005934096,0.18016550063500925,0.10476235845609332,0.006854677794303466,3.3704705103232415,0.02436,44.638,gaussian
462,K02827,7428736,14.572,0.7892609617713304,0.22521500700479732,5067.197853958092,-0.12623184017053451,4.553,0.6148071265803707,0.08831728200958931,1,7.06321927,136.88935127935724,0.0002070721,0.11661247674613387,0.24255969535673594,0.044131331934926604,2.172016995753536,0.01439,18.316,none
463,K02832,9995402,13.93,0.7661105053060862,0.25018228282115185,5114.14132367949,0.1315063464267465,4.576,0.5953969423976987,-0.0924544277565498,1,3.57551429,135.0710857787392,9.27369e-05,0.08365663496349676,0.5046659304846233,0.0018764888058806133,1.7003378001132807,0.00963,11.896,gaussian
464,K02849,10064256,14.52,0.8481639693726768,0.12346953549025382,5211.1929027336355,-0.04200905795553228,4.509,0.7508881591075742,0.02835864218907235,1,5.95958637,138.69152430778738,0.0001331716,0.11386300663465836,0.4291104022694271,0.01823595379930057,4.121873309555745,0.01154,15.508,sinusoidal
465,K02868,8884274,15.97,0.8084196702218548,0.22542915462034196,5295.678306779677,-0.17426547902462103,4.556,0.7984629055248947,0.0028980176748790165,1,10.65275054,142.67384021013598,0.0007409284000000001,0.116117487342517,0.6139515301131969,0.01085614323942254,3.4336120701979445,0.02722,24.136,smooth
466,K02869,7767162,13.749,2.082989396724339,-0.7879508270576783,6654.750633058015,0.14612700755424549,3.992,0.6377764801510092,0.027369114280794048,1,3.30040818,135.60703728059332,9.880359999999998e-05,0.17911740947801247,0.4800445703936955,0.00951651301362137,1.7364212846799654,0.00994,5.211,cubic
467,K02878,5106313,14.756,0.7393690111756542,0.2599399225029087,4894.225124192662,-0.23146982349089001,4.58,0.6729975850448354,-0.09443482218469032,1,3.89524296,134.26673311495674,0.0001890625,0.07558711693909427,0.6452587291243405,0.006273011284522536,0.030274209764796556,0.01375,12.847,sinusoidal
468,K02883,5209845,15.911,0.620906159454569,0.35683271606858163,4247.18692419637,-0.06576214527019296,4.65,0.6984256157841372,0.11207528540774478,1,11.95401876,147.65040509270705,0.0008561476000000001,0.12729256068970887,0.1643069705150504,0.0006521819037084369,-0.5518194680910862,0.02926,30.389,none
469,K02890,7463685,15.257,1.2127833137243267,-0.18002677789664373,6429.124422322159,-0.26404659663442387,4.34,0.615940366193824,0.0756230918531557,1,8.98826122,144.39249762669965,0.00016078240000000002,0.18089546990256591,0.1219129118315232,0.004588144038496682,0.3655139798633056,0.01268,15.885,gaussian
470,K02894,6937402,15.619,1.9010270384772991,-0.8418754694793816,5516.115006701586,0.05011183598155457,3.91,0.7132961949291899,-0.12060545454966759,1,10.3108232,147.88397305315206,0.00020391839999999998,0.3077533681006132,0.10952141194674707,0.007881346532127723,4.254919550413318,0.01428,10.846,none
471,K02898,11129258,15.535,0.9096935247791581,0.1146522315751214,5823.527835102023,-0.3505142419362127,4.516,0.7554406255050917,0.2404079347115082,1,25.384175,153.46187248454882,0.0005938969,0.1868854169613697,0.38725050390662147,0.01994536726872385,2.1645304928114695,0.02437,40.333,sinusoidal
472,K02904,3969687,12.683,1.7009468807166923,-0.546255114491642,6290.836651706716,0.26929906226779116,4.114,0.767154312056155,-0.11235975713658178,1,16.3583482,151.3637675648949,0.00011642409999999999,0.2816530163877432,0.30579137209896057,0.01209143177667895,3.0239770141007174,0.01079,17.796,sinusoidal
473,K02914,6837283,12.199,2.111921058492375,-0.7555900566946572,6608.216688351551,-0.14807723312595344,3.951,0.7836131466580756,-0.03683023257991656,1,21.1181653,146.64397810877625,0.00011278439999999998,0.31068846809198075,0.6351381650790103,0.01847116807186953,4.313572320757008,0.01062,17.317,smooth
474,K02915,5613821,13.346,0.9034953296879562,0.11866215767643214,5859.754278246784,0.030757026164402623,4.504,0.7650231717576277,-0.13783129261121316,1,5.06092282,137.6010480222497,7.157160000000001e-05,0.10722379227960499,0.4682287508437984,0.0030364412738845565,-0.9826886837269782,0.00846,13.471,sinusoidal
475,K02920,7090524,14.455,1.0023788728101108,-0.0172995412726262,5673.349292108503,0.36786938625169063,4.431,0.6608082018140266,0.04751293669084951,1,6.73968289,136.45840059950555,0.0001420864,0.13239407479648693,0.43037760932901714,0.0017836887515205407,1.1264548539208699,0.01192,14.832,gaussian
476,K02927,5787131,15.849,1.3146907716563812,-0.37949598572262966,5754.601557264629,0.02262707876394279,4.199,0.7292971845872368,-0.15637639533650585,1,24.4359956,149.9206930778739,0.0004963984,0.21971529010676782,0.6650598661580499,0.02140396088327902,0.722275449367566,0.02228,27.107,smooth
477,K02935,8259713,13.603,1.8048526529232864,-0.5868953924919458,7305.746050255354,-0.21538116812148445,4.116,0.7639115446612162,0.12789862956376272,1,27.8813154,151.7456525463535,0.00020909160000000002,0.2725667566017876,0.6636861851162827,0.0009562507925423608,0.35346480794104407,0.01446,24.986,smooth
478,K02936,10880507,14.421,0.9371543928243758,0.03860802922206452,5564.478472037746,-0.0009112841838562341,4.464,0.5326345989882721,-0.047038925769548996,1,6.4802138,136.8648765142151,0.0001420864,0.1362820204684327,0.11278525942079898,0.0010640463821144077,3.196076019916471,0.01192,15.233,cubic
479,K02946,9642292,15.679,1.1458770351479532,-0.27165485230714936,5626.064979296274,0.02095092682171929,4.238,0.7366272062436607,0.11920597359086668,1,15.1408916,153.1036222002472,0.0004769855999999999,0.18844304755148272,0.5049718558998557,0.028250253403675478,2.1030726785037195,0.02184,22.183,none
480,K02948,6356692,11.926,1.56813166647586,-0.5700569255094314,5710.51808604144,0.10888663076803798,4.05,0.6634130857224099,-0.10578514373702746,1,11.39169531,148.60043278739184,5.0979599999999996e-05,0.2628241436040034,0.17160932636522164,0.020771595530090094,0.49281548475694503,0.00714,13.569,none
481,K02956,8801316,11.801,1.9802122983315849,-0.7384554072712303,6621.68439520816,-0.09224658884730307,4.01,0.8426917870345846,0.04082845615782122,1,3.93766786,137.7109036959209,2.4304900000000005e-05,0.15385368406132546,0.7066484700596538,0.02691844785223458,-1.4383209349551278,0.00493,6.032,none
482,K02957,10904004,14.48,0.7070511356977671,0.23010424573056124,4897.3573929812155,-0.22879702503693433,4.57,0.7446051012643697,0.07994374391572331,1,4.64490141,136.54512724969098,0.00010650239999999999,0.0697703018906374,0.7270215725650736,0.0366491410481618,0.8734082942627914,0.01032,14.476,gaussian
483,K02959,7466270,15.771,0.6700340541149606,0.3409031466420507,4521.491259380762,-0.16942733074348248,4.62,0.7604030761531787,0.12575918450831433,1,16.1558656,150.21520380716933,0.0007311616000000001,0.14583135744922965,0.11855508109511191,0.017335745512437297,1.93695312434162,0.02704,35.402,sinusoidal
484,K02961,10471515,12.581,1.2097674755885566,-0.25245083332502505,5891.741646914765,0.02826458328179586,4.321,0.7855287162925729,0.05990558499903373,1,3.7847507,135.84700370828182,3.35241e-05,0.12431586595268196,0.45063636204247537,0.010583202863873755,3.8995598181374103,0.00579,8.804,none
485,K02964,10098844,14.089,1.7314753422421223,-0.6451088795585075,6263.663545590518,-0.3070353722783673,4.022,0.6584695753224554,-0.014499337205217636,1,47.4497134,202.78265166872683,0.00020649690000000003,0.3230733072044653,0.7149360780223929,0.009905185573162867,2.6079054272664255,0.01437,33.481,sinusoidal
486,K02967,5980783,15.527,1.1388274169496537,-0.12409462470141625,6010.181764906719,-0.12459757941208757,4.36,0.7114583436913048,0.0750379444987734,1,37.3033197,156.36240377008653,0.0005517801,0.286961296420058,0.01594003994076154,0.005946743857860877,4.587947101100811,0.02349,42.6,sinusoidal
487,K02968,8873090,11.912,2.1706288979994777,-0.8500297699548635,6066.029439367365,0.01602917336263989,3.886,0.7317463391282064,-0.0499107968223662,1,10.16435076,142.7123862051916,3.7699599999999994e-05,0.2640670036080029,0.5953907917653563,0.00038384098578701456,4.653143127687499,0.00614,9.97,cubic
488,K02970,5450893,12.861,1.1264540803682392,-0.08970441162337454,6452.7944281416185,-0.13951350374390606,4.397,0.5968453051827458,-0.014935679452123991,1,4.82051088,138.76471215080346,4.096e-05,0.13307624923981679,0.2668263089241214,0.004211141397832198,-0.0854536939536692,0.0064,11.21,none
489,K02972,8949925,15.085,1.547778217753339,-0.5533239619257606,5891.413385230073,0.006378209110629123,4.095,0.5422301004590176,0.1155380421374898,1,13.2511214,149.3678154511743,0.00026634240000000006,0.26561794538882594,0.20626507645338077,0.011721363537916807,1.5374791909961445,0.01632,15.631,sinusoidal
